hero,minor_patch,wins_total,games_total,wins_battlefield_of_eternity,games_battlefield_of_eternity,wins_blackhearts_bay,games_blackhearts_bay,wins_braxis_holdout,games_braxis_holdout,wins_cursed_hollow,games_cursed_hollow,wins_dragon_shire,games_dragon_shire,wins_garden_of_terror,games_garden_of_terror,wins_hanamura_temple,games_hanamura_temple,wins_haunted_mines,games_haunted_mines,wins_infernal_shrines,games_infernal_shrines,wins_sky_temple,games_sky_temple,wins_tomb_of_the_spider_queen,games_tomb_of_the_spider_queen,wins_towers_of_doom,games_towers_of_doom,wins_warhead_junction,games_warhead_junction,wins_volskaya_foundry,games_volskaya_foundry,wins_alterac_pass,games_alterac_pass
ltmorales,2.55.6.92665,2847,5500,314,623,,,448,813,213,432,272,514,207,445,,,,,219,423,248,473,213,409,248,469,,,242,478,223,421
ltmorales,2.55.7.93009,349,664,24,58,,,52,96,21,54,37,64,28,50,,,,,31,64,39,64,29,55,19,44,,,41,66,28,49
ltmorales,2.55.7.93054,1122,2172,127,238,,,195,339,86,171,100,210,72,168,,,,,85,158,82,180,89,169,98,185,,,102,180,86,174
ltmorales,2.55.7.93151,1111,2200,113,224,,,182,335,91,171,98,203,72,179,,,,,75,139,90,192,97,187,92,170,,,100,210,101,190
ltmorales,2.55.8.93357,137,266,14,33,,,21,40,9,19,11,27,5,11,,,,,10,17,18,28,12,26,16,28,,,8,14,13,23
ltmorales,2.55.8.93382,1915,3699,233,423,,,327,553,140,278,154,305,127,238,,,,,139,275,154,315,137,303,161,318,,,175,363,168,328
ltmorales,2.55.9.93565,17,33,1,1,,,6,8,3,4,1,3,,,,,,,0,3,0,2,,,3,3,,,1,2,2,7
ltmorales,2.55.9.93613,214,432,28,49,,,41,69,11,27,12,34,9,27,,,,,17,33,19,37,15,34,18,37,,,27,50,17,35
ltmorales,2.55.9.93640,1618,3271,162,335,,,269,489,125,258,141,312,133,280,,,,,116,233,121,265,126,260,155,298,,,149,296,121,245
ltmorales,2.55.10.93810,2676,5419,299,614,,,442,834,211,439,241,468,198,420,,,,,189,388,194,411,203,437,223,423,,,247,505,229,480
ltmorales,2.55.10.94189,547,1160,76,151,,,100,193,43,97,51,124,45,81,,,,,34,67,43,99,28,77,46,85,,,48,97,33,89
ltmorales,2.55.10.94387,691,1341,71,144,,,106,216,47,99,66,123,53,103,,,,,62,110,59,118,50,116,54,92,,,73,121,50,99
ltmorales,2.55.10.94470,2300,4478,237,483,,,371,661,176,351,202,415,178,368,,,,,187,346,189,364,206,385,197,367,,,194,408,163,330
ltmorales,2.55.12.94714,300,590,42,69,,,51,92,21,46,26,51,20,49,,,,,22,45,26,49,17,42,20,47,,,28,52,27,48
ltmorales,2.55.12.94786,2182,4357,254,523,,,331,667,197,369,183,385,153,305,,,,,168,312,180,350,185,364,159,307,,,185,392,187,383
ltmorales,2.55.13.95213,167,327,18,38,,,26,41,14,31,21,37,12,27,,,,,10,18,9,26,13,24,12,22,,,15,34,17,29
ltmorales,2.55.13.95301,550,1096,62,108,,,98,172,46,93,49,101,52,91,,,,,38,90,41,86,37,85,40,75,,,50,109,37,86
lucio,2.53.0.83004,1428,2623,122,224,,,111,184,118,231,104,195,125,223,131,252,,,91,188,136,229,123,217,104,215,,,117,227,146,238
lucio,2.53.0.83077,32,56,1,3,,,1,3,3,3,2,3,0,2,7,7,,,5,7,2,3,3,9,2,3,,,3,6,3,7
lucio,2.53.0.83086,10154,19124,858,1573,,,721,1374,916,1715,737,1439,874,1649,916,1738,,,810,1616,847,1550,830,1632,910,1639,,,858,1599,877,1600
lucio,2.53.1.83632,612,1145,51,83,,,40,67,54,104,49,84,61,111,61,114,,,44,99,48,98,43,85,56,96,,,47,94,58,110
lucio,2.53.1.83716,11547,21335,1035,1826,,,832,1529,1052,1913,846,1657,1031,1857,1001,1907,,,875,1696,988,1821,911,1735,993,1786,,,912,1714,1071,1894
lucio,2.53.2.84200,564,1112,40,92,,,36,80,58,110,43,84,62,104,44,110,,,41,65,43,94,50,92,48,91,,,44,88,55,102
lucio,2.53.3.84249,27520,50723,2395,4266,,,1901,3654,2545,4502,2105,3893,2404,4396,2375,4490,,,2310,4271,2291,4242,2241,4224,2303,4280,,,2195,4115,2455,4390
lucio,2.54.0.85027,11049,20187,972,1694,,,830,1554,931,1715,836,1599,917,1695,948,1750,,,889,1633,925,1715,894,1684,906,1644,1068,1847,,,933,1657
lucio,2.54.1.85267,2081,3991,171,334,,,158,310,176,353,165,317,173,332,172,324,,,168,324,167,320,170,336,172,310,205,367,,,184,364
lucio,2.54.1.85311,8618,16626,695,1322,,,654,1316,765,1459,673,1275,742,1436,689,1378,,,698,1338,689,1328,714,1351,709,1393,851,1611,,,739,1419
lucio,2.54.2.85551,438,886,36,74,,,36,68,36,78,33,60,35,74,50,84,,,32,70,34,70,23,73,38,76,33,83,,,52,76
lucio,2.54.2.85576,6510,12944,547,1021,,,457,941,572,1145,506,1060,537,1076,562,1140,,,520,1008,547,1083,515,1044,505,1084,653,1225,,,589,1117
lucio,2.54.2.85894,8339,16646,728,1416,,,569,1133,718,1486,616,1307,721,1451,765,1424,,,635,1308,690,1392,692,1351,673,1347,793,1578,,,739,1453
lucio,2.54.3.86223,13820,27515,1168,2272,,,882,1799,1198,2352,1103,2246,1144,2325,1305,2554,,,1084,2130,1109,2235,938,1957,1162,2328,1438,2775,,,1289,2542
lucio,2.55.0.86938,12082,24223,974,1935,,,834,1680,1109,2200,855,1793,1023,2076,1128,2185,,,943,1974,1088,2119,955,1996,1003,1968,1144,2310,,,1026,1987
lucio,2.55.1.87306,10009,19890,772,1535,,,676,1332,892,1763,739,1518,853,1724,852,1753,,,805,1599,839,1646,813,1649,852,1675,1016,1991,,,900,1705
lucio,2.55.2.87774,5092,10087,426,821,,,327,649,454,904,344,744,453,896,402,794,,,416,805,448,878,374,806,442,888,543,1052,,,463,850
lucio,2.55.2.87990,2146,4374,173,338,,,146,269,198,417,140,315,178,379,205,406,,,154,315,182,391,167,342,176,360,224,446,,,203,396
lucio,2.55.2.88122,9794,19278,831,1571,,,681,1290,906,1761,753,1525,827,1676,815,1588,,,771,1517,804,1619,748,1528,817,1619,1039,2030,,,802,1554
lucio,2.55.3.88481,11796,23596,921,1827,,,830,1633,1132,2184,915,1847,983,2032,935,1911,,,873,1790,1010,2011,893,1848,1017,2011,1270,2504,,,1017,1998
lucio,2.55.3.88936,10127,20217,846,1594,,,704,1433,914,1770,751,1603,846,1694,856,1732,,,774,1569,891,1763,847,1693,819,1627,993,2029,,,886,1710
lucio,2.55.3.89566,3177,6455,251,481,,,223,449,288,563,229,493,272,565,266,541,,,249,505,271,546,252,519,272,571,332,675,,,272,547
lucio,2.55.3.89754,17160,34387,1631,3128,,,1274,2527,1807,3576,1427,2981,1640,3344,,,,,1492,3023,1670,3338,1455,3035,1687,3290,,,1477,3026,1600,3119
lucio,2.55.3.90670,5213,10527,500,999,,,372,749,550,1060,405,905,488,980,,,,,452,897,515,1049,423,900,522,1025,,,460,961,526,1002
lucio,2.55.3.91020,194,388,18,37,,,12,20,20,40,16,31,25,38,,,,,18,33,13,32,16,38,18,38,,,22,44,16,37
lucio,2.55.3.91081,300,603,31,66,,,25,51,37,71,20,52,36,60,,,,,28,51,25,52,30,54,21,46,,,19,47,28,53
lucio,2.55.3.91093,5378,10624,547,1025,,,357,734,543,1070,466,933,511,1007,,,,,455,925,553,1103,438,905,518,1015,,,457,924,533,983
lucio,2.55.4.91368,507,1118,63,117,,,42,85,45,105,32,96,45,110,,,,,39,81,47,117,39,90,54,112,,,39,88,62,117
lucio,2.55.4.91418,7762,15418,734,1412,,,569,1119,772,1594,669,1361,749,1512,,,,,668,1367,804,1512,690,1403,703,1407,,,679,1340,725,1391
lucio,2.55.4.91769,10655,21122,1078,2001,,,704,1468,1103,2203,934,1851,1032,2045,,,,,924,1847,1044,2101,932,1852,1034,2012,,,901,1828,969,1914
lucio,2.55.5.92264,7912,15506,797,1489,,,521,1053,808,1557,663,1374,762,1484,,,,,678,1340,756,1478,701,1382,796,1501,,,654,1361,776,1487
lucio,2.55.6.92665,5526,10829,566,1047,,,415,779,543,1083,452,952,529,1032,,,,,477,954,585,1095,485,977,529,1028,,,443,882,502,1000
lucio,2.55.7.93009,683,1339,59,115,,,45,85,71,139,56,128,65,126,,,,,58,120,69,139,58,120,73,123,,,53,118,76,126
lucio,2.55.7.93054,2129,4097,222,392,,,149,296,223,411,205,392,196,392,,,,,173,339,218,414,183,368,184,373,,,164,320,212,400
lucio,2.55.7.93151,2136,4164,211,421,,,175,327,213,411,172,343,190,365,,,,,191,355,223,429,175,353,197,384,,,178,352,211,424
lucio,2.55.8.93357,255,498,28,49,,,16,44,23,47,31,46,22,45,,,,,18,29,24,50,25,51,24,43,,,14,39,30,55
lucio,2.55.8.93382,3693,7210,368,657,,,240,517,375,726,319,625,368,723,,,,,333,648,358,719,310,628,348,688,,,285,576,389,703
lucio,2.55.9.93565,45,80,6,11,,,1,3,5,7,2,3,2,5,,,,,9,14,4,8,2,2,5,10,,,3,8,6,9
lucio,2.55.9.93613,498,1000,49,87,,,45,77,46,96,30,75,60,107,,,,,46,93,46,103,39,93,49,98,,,43,86,45,85
lucio,2.55.9.93640,3247,6408,311,601,,,243,492,359,680,263,583,332,604,,,,,249,519,327,644,247,548,313,609,,,280,528,323,600
lucio,2.55.10.93810,4402,8823,411,820,,,312,657,457,847,390,798,384,812,,,,,405,808,398,811,403,817,435,846,,,380,783,427,824
lucio,2.55.10.94189,986,1983,80,173,,,68,142,98,202,81,178,113,223,,,,,96,173,84,172,95,205,95,171,,,84,173,92,171
lucio,2.55.10.94387,1093,2214,117,232,,,97,178,105,209,102,197,108,215,,,,,89,179,111,220,98,199,97,205,,,83,177,86,203
lucio,2.55.10.94470,3349,6906,312,648,,,249,504,340,677,282,614,328,680,,,,,289,568,329,652,299,664,321,647,,,278,581,322,671
lucio,2.55.12.94714,421,868,26,63,,,29,58,44,102,40,73,50,95,,,,,38,64,34,74,39,86,43,92,,,38,75,40,86
lucio,2.55.12.94786,3414,6781,355,655,,,251,497,340,699,272,555,310,643,,,,,300,611,340,683,300,598,332,657,,,290,578,324,605
lucio,2.55.13.95213,266,512,34,53,,,16,28,27,45,20,45,27,52,,,,,26,44,16,40,19,55,37,56,,,14,38,30,56
lucio,2.55.13.95301,816,1666,81,169,,,64,135,76,157,68,141,73,140,,,,,64,130,84,172,65,148,87,167,,,76,150,78,157
lunara,2.53.0.83004,1264,2334,130,262,,,78,143,106,191,102,185,109,210,122,235,,,96,171,97,178,115,199,110,194,,,89,169,110,197
lunara,2.53.0.83077,12,31,1,2,,,,,0,2,2,5,0,2,1,3,,,2,3,1,2,3,5,0,3,,,2,3,0,1
lunara,2.53.0.83086,8319,15789,899,1725,,,612,1100,632,1190,650,1262,710,1307,903,1744,,,576,1112,733,1362,658,1265,697,1328,,,562,1100,687,1294
lunara,2.53.1.83632,394,712,47,79,,,22,54,35,61,30,59,43,60,37,70,,,25,48,35,62,26,56,36,59,,,27,44,31,60
lunara,2.53.1.83716,7279,14199,866,1665,,,532,1002,582,1111,566,1143,599,1199,725,1448,,,506,991,618,1206,564,1089,609,1179,,,519,1018,593,1148
lunara,2.53.2.84200,377,734,50,95,,,30,54,28,55,22,44,25,54,31,63,,,31,55,41,83,20,52,32,60,,,23,44,44,75
lunara,2.53.3.84249,15126,29467,1706,3358,,,1029,2037,1228,2413,1249,2440,1275,2442,1571,3020,,,1108,2137,1333,2595,1163,2255,1280,2413,,,977,1991,1207,2366
lunara,2.54.0.85027,6108,11817,831,1566,,,385,766,485,916,459,917,488,940,584,1125,,,424,829,519,1027,472,923,478,934,533,1012,,,450,862
lunara,2.54.1.85267,1285,2529,181,357,,,74,151,91,179,101,202,119,218,126,250,,,75,173,102,201,94,190,103,185,125,225,,,94,198
lunara,2.54.1.85311,5513,10943,777,1544,,,363,746,417,804,416,846,453,883,569,1089,,,376,730,457,864,430,856,392,816,463,921,,,400,844
lunara,2.54.2.85551,277,544,45,85,,,25,50,20,34,20,40,11,29,22,46,,,17,33,31,52,25,47,21,45,23,39,,,17,44
lunara,2.54.2.85576,4484,8862,602,1198,,,331,609,323,636,350,696,369,744,436,864,,,294,604,407,741,349,660,354,695,339,719,,,330,696
lunara,2.54.2.85894,7964,15254,1010,1969,,,512,950,631,1175,608,1184,646,1264,799,1553,,,539,1040,683,1299,592,1164,634,1168,714,1316,,,596,1172
lunara,2.54.3.86223,15783,30493,2028,3925,,,1026,1993,1133,2227,1317,2588,1396,2652,1602,3095,,,1072,2054,1210,2374,1063,2060,1282,2455,1337,2509,,,1317,2561
lunara,2.55.0.86938,9884,20444,1350,2791,,,636,1347,750,1501,753,1584,785,1617,1016,2102,,,651,1373,845,1711,741,1522,778,1606,792,1694,,,787,1596
lunara,2.55.1.87306,7228,15081,1005,2055,,,469,990,546,1175,547,1147,593,1234,779,1596,,,445,1007,630,1290,498,1061,538,1114,652,1314,,,526,1098
lunara,2.55.2.87774,3432,7285,514,1052,,,218,485,262,518,263,551,286,608,351,785,,,250,493,286,588,247,506,265,572,251,604,,,239,523
lunara,2.55.2.87990,1702,3441,223,447,,,95,198,154,267,126,255,114,248,215,394,,,78,194,144,308,120,257,143,304,148,283,,,142,286
lunara,2.55.2.88122,6707,13912,910,1915,,,436,896,494,1071,572,1138,527,1093,688,1433,,,412,871,577,1169,501,1034,525,1050,578,1209,,,487,1033
lunara,2.55.3.88481,7485,15508,1064,2240,,,471,1001,562,1148,554,1172,592,1224,833,1679,,,444,937,606,1287,530,1088,646,1237,614,1320,,,569,1175
lunara,2.55.3.88936,5932,12389,885,1848,,,338,747,405,850,453,958,494,969,664,1361,,,361,763,490,1021,416,892,465,970,516,1088,,,445,922
lunara,2.55.3.89566,1958,3997,283,577,,,134,261,140,287,150,328,162,336,208,439,,,108,245,189,339,137,280,157,322,138,296,,,152,287
lunara,2.55.3.89754,9712,20272,1671,3542,,,668,1375,831,1660,829,1743,884,1812,,,,,668,1431,970,2023,870,1759,867,1800,,,662,1457,792,1670
lunara,2.55.3.90670,2887,6080,499,1076,,,182,402,252,506,231,528,249,529,,,,,190,426,285,611,259,475,290,558,,,192,436,258,533
lunara,2.55.3.91020,113,225,17,35,,,15,24,9,20,13,25,11,19,,,,,3,13,12,23,11,17,5,21,,,6,8,11,20
lunara,2.55.3.91081,157,344,20,62,,,13,21,13,26,14,27,9,22,,,,,12,29,17,30,13,36,14,28,,,16,26,16,37
lunara,2.55.3.91093,3094,6411,503,1056,,,208,441,267,555,253,554,259,551,,,,,214,465,307,632,270,547,304,592,,,216,474,293,544
lunara,2.55.4.91368,316,661,60,119,,,22,46,26,53,28,47,28,69,,,,,23,48,33,58,33,70,21,51,,,21,52,21,48
lunara,2.55.4.91418,4234,8827,764,1596,,,284,621,364,766,362,743,377,784,,,,,282,615,439,882,361,742,416,786,,,260,566,325,726
lunara,2.55.4.91769,5578,11771,995,2159,,,380,782,513,995,475,1019,485,1011,,,,,408,860,510,1125,440,928,539,1027,,,368,844,465,1021
lunara,2.55.5.92264,3976,8226,689,1411,,,286,599,332,708,328,696,340,696,,,,,315,645,368,783,312,642,383,731,,,282,613,341,702
lunara,2.55.6.92665,2513,5348,444,949,,,166,355,232,480,194,427,230,480,,,,,174,387,262,541,202,435,226,457,,,183,374,200,463
lunara,2.55.7.93009,309,648,62,123,,,21,42,26,61,17,50,23,49,,,,,22,42,26,56,22,49,35,65,,,26,56,29,55
lunara,2.55.7.93054,1094,2192,191,408,,,94,166,102,199,114,196,100,199,,,,,78,169,93,197,84,163,83,175,,,68,153,87,167
lunara,2.55.7.93151,1105,2366,189,387,,,100,197,93,209,88,191,88,197,,,,,73,172,117,234,85,192,117,218,,,66,156,89,213
lunara,2.55.8.93357,125,234,23,43,,,7,16,4,9,12,24,10,19,,,,,14,26,13,24,7,13,14,23,,,9,17,12,20
lunara,2.55.8.93382,1815,3760,337,679,,,110,236,144,311,140,307,142,301,,,,,125,275,197,371,148,309,177,334,,,141,311,154,326
lunara,2.55.9.93565,13,38,4,12,,,,,0,1,2,5,4,5,,,,,1,2,0,3,0,1,0,2,,,0,3,2,4
lunara,2.55.9.93613,236,522,46,91,,,9,28,23,53,18,38,24,55,,,,,13,37,22,54,12,36,23,47,,,22,41,24,42
lunara,2.55.9.93640,1625,3393,295,598,,,101,217,144,269,132,274,149,323,,,,,129,272,152,324,140,271,139,299,,,95,246,149,300
lunara,2.55.10.93810,2918,6006,516,1045,,,194,403,244,503,221,509,255,535,,,,,218,476,289,568,253,495,282,519,,,199,477,247,476
lunara,2.55.10.94189,1229,2477,170,341,,,102,195,91,197,112,223,118,218,,,,,114,215,119,236,107,232,108,225,,,99,199,89,196
lunara,2.55.10.94387,1279,2542,162,350,,,93,160,117,215,113,226,104,198,,,,,102,209,127,249,102,201,124,243,,,103,227,132,264
lunara,2.55.10.94470,3213,6499,469,994,,,207,423,272,545,290,562,303,612,,,,,250,483,296,618,295,594,280,588,,,241,491,310,589
lunara,2.55.12.94714,380,791,54,122,,,29,50,38,77,27,55,38,85,,,,,31,64,44,83,35,66,34,68,,,23,53,27,68
lunara,2.55.12.94786,2926,5968,472,998,,,171,377,259,526,253,537,249,509,,,,,220,437,291,588,244,479,285,555,,,229,447,253,515
lunara,2.55.13.95213,225,459,41,87,,,10,19,15,34,19,34,21,44,,,,,14,31,20,45,25,38,22,50,,,12,30,26,47
lunara,2.55.13.95301,695,1446,107,238,,,55,102,67,122,61,116,64,134,,,,,52,122,68,130,64,131,47,114,,,52,114,58,123
maiev,2.53.0.83004,322,667,28,50,,,39,74,16,36,17,33,19,46,20,43,,,28,77,20,39,46,86,28,52,,,31,68,30,63
maiev,2.53.0.83077,5,13,0,2,,,0,1,1,1,1,2,,,,,,,0,1,1,1,1,3,1,2,,,,,,
maiev,2.53.0.83086,2386,4795,136,255,,,240,492,150,289,176,388,176,376,239,424,,,245,476,129,299,296,602,157,305,,,264,508,178,381
maiev,2.53.1.83632,104,222,5,12,,,17,25,7,15,11,24,9,16,7,18,,,8,18,5,17,14,25,7,14,,,10,23,4,15
maiev,2.53.1.83716,2642,5279,158,295,,,243,494,160,349,213,445,185,386,216,411,,,284,568,182,352,324,643,197,375,,,266,535,214,426
maiev,2.53.2.84200,147,290,6,15,,,14,25,7,18,9,17,9,19,14,28,,,11,33,16,26,13,23,14,25,,,16,35,18,26
maiev,2.53.3.84249,4949,10053,275,545,,,537,1007,334,658,400,775,386,775,424,885,,,510,1058,312,665,584,1174,338,699,,,485,1038,364,774
maiev,2.54.0.85027,1860,3767,116,226,,,227,406,118,260,156,306,167,324,143,316,,,211,418,135,274,228,470,148,296,77,164,,,134,307
maiev,2.54.1.85267,449,985,29,62,,,52,100,38,76,34,77,27,79,39,84,,,34,93,30,73,63,131,35,75,18,42,,,50,93
maiev,2.54.1.85311,2040,4089,166,318,,,238,436,143,294,163,332,164,317,165,332,,,189,393,150,305,240,480,175,331,98,215,,,149,336
maiev,2.54.2.85551,94,178,7,14,,,10,21,6,11,9,12,10,23,4,14,,,15,20,3,13,11,20,11,16,2,4,,,6,10
maiev,2.54.2.85576,1604,3358,87,204,,,193,378,110,236,122,260,125,274,144,303,,,187,380,112,237,201,412,119,251,75,156,,,129,267
maiev,2.54.2.85894,2221,4414,128,268,,,254,477,147,312,173,346,173,382,204,389,,,227,459,174,318,260,542,180,344,108,216,,,193,361
maiev,2.54.3.86223,5309,10781,383,726,,,525,1114,346,693,432,877,419,897,502,1031,,,540,1141,357,715,647,1262,425,870,273,533,,,460,922
maiev,2.55.0.86938,3901,7534,258,461,,,445,836,281,550,325,591,319,617,320,670,,,398,753,287,559,541,995,257,565,176,346,,,294,591
maiev,2.55.1.87306,3740,7248,237,447,,,427,802,242,482,338,642,308,613,321,633,,,393,734,282,530,472,899,290,569,151,321,,,279,576
maiev,2.55.2.87774,2167,4204,123,224,,,221,441,164,326,188,344,171,333,188,352,,,224,445,143,283,308,588,164,334,94,182,,,179,352
maiev,2.55.2.87990,1080,1971,70,117,,,115,210,87,162,92,162,69,150,98,167,,,105,197,77,151,140,235,89,164,48,94,,,90,162
maiev,2.55.2.88122,4626,8810,313,568,,,497,931,322,610,399,745,386,753,390,763,,,493,910,324,669,612,1126,332,647,206,399,,,352,689
maiev,2.55.3.88481,5235,10067,311,596,,,526,1055,371,698,424,773,462,879,452,856,,,555,1060,385,765,726,1334,383,786,253,465,,,387,800
maiev,2.55.3.88936,5209,9952,300,562,,,579,1096,331,659,448,829,452,876,442,827,,,543,1045,386,732,702,1287,407,769,238,480,,,381,790
maiev,2.55.3.89566,1577,3112,79,178,,,173,332,103,198,131,237,144,278,138,282,,,155,330,102,200,192,379,125,260,87,182,,,148,256
maiev,2.55.3.89754,9249,17787,600,1127,,,990,1924,642,1254,767,1470,793,1546,,,,,997,1928,707,1353,1252,2366,796,1501,,,947,1842,758,1476
maiev,2.55.3.90670,3294,6363,218,425,,,397,708,238,445,305,583,270,543,,,,,339,658,276,488,418,821,249,504,,,315,663,269,525
maiev,2.55.3.91020,121,235,11,16,,,17,26,11,17,8,14,7,23,,,,,10,23,10,25,18,34,9,21,,,8,19,12,17
maiev,2.55.3.91081,193,388,8,16,,,23,50,13,30,20,32,17,33,,,,,22,44,10,24,25,50,19,34,,,19,41,17,34
maiev,2.55.3.91093,3292,6354,201,408,,,365,696,236,474,307,549,288,586,,,,,343,644,235,438,450,868,289,541,,,315,616,263,534
maiev,2.55.4.91368,329,650,25,42,,,41,66,22,46,27,61,20,45,,,,,42,75,27,56,36,83,33,64,,,34,60,22,52
maiev,2.55.4.91418,4065,8011,272,510,,,436,842,278,570,317,630,345,689,,,,,442,892,327,640,590,1078,321,644,,,420,830,317,686
maiev,2.55.4.91769,6006,11544,365,700,,,649,1249,427,790,564,1039,523,1004,,,,,666,1301,475,922,806,1514,431,880,,,602,1156,498,989
maiev,2.55.5.92264,4632,8753,320,588,,,513,921,317,657,394,768,405,792,,,,,500,916,370,686,575,1078,360,715,,,477,886,401,746
maiev,2.55.6.92665,3604,6883,261,460,,,393,726,278,507,329,613,295,599,,,,,371,726,297,569,456,885,273,557,,,334,618,317,623
maiev,2.55.7.93009,453,825,31,54,,,61,104,31,60,39,62,46,74,,,,,48,89,33,64,67,127,22,50,,,39,77,36,64
maiev,2.55.7.93054,1162,2300,72,130,,,147,267,86,166,95,196,99,209,,,,,122,254,87,164,167,323,104,202,,,98,215,85,174
maiev,2.55.7.93151,1369,2516,96,180,,,145,234,103,180,135,238,133,245,,,,,153,279,111,204,160,315,102,199,,,115,224,116,218
maiev,2.55.8.93357,136,263,8,23,,,15,28,9,18,8,21,12,27,,,,,13,25,17,23,19,37,8,17,,,14,22,13,22
maiev,2.55.8.93382,2215,4145,159,290,,,231,423,188,347,196,354,169,333,,,,,268,465,173,335,277,508,198,343,,,195,402,161,345
maiev,2.55.9.93565,24,46,1,1,,,1,3,0,2,2,4,3,5,,,,,2,3,1,3,1,6,5,9,,,3,4,5,6
maiev,2.55.9.93613,351,634,24,36,,,36,65,30,51,28,53,35,68,,,,,34,60,30,57,47,82,28,55,,,26,58,33,49
maiev,2.55.9.93640,2174,4072,159,271,,,251,462,148,292,207,374,181,344,,,,,231,431,183,350,270,501,176,337,,,205,399,163,311
maiev,2.55.10.93810,3224,6110,223,396,,,333,603,243,445,325,599,257,523,,,,,317,612,258,471,421,755,285,536,,,293,600,269,570
maiev,2.55.10.94189,791,1531,56,86,,,70,146,63,119,73,149,67,129,,,,,97,179,54,111,109,210,68,122,,,72,162,62,118
maiev,2.55.10.94387,991,1867,63,106,,,103,190,78,155,112,175,98,172,,,,,91,202,68,136,122,232,81,153,,,108,200,67,146
maiev,2.55.10.94470,2788,5335,179,343,,,284,527,196,372,263,490,250,488,,,,,297,564,205,410,343,663,255,472,,,265,517,251,489
maiev,2.55.12.94714,416,732,23,49,,,37,66,31,54,36,65,33,60,,,,,57,93,32,57,59,99,38,60,,,45,69,25,60
maiev,2.55.12.94786,3472,6333,215,429,,,356,642,275,488,297,547,297,564,,,,,399,700,273,495,423,739,291,531,,,342,631,304,567
maiev,2.55.13.95213,245,471,16,26,,,16,38,17,36,24,49,25,45,,,,,26,43,32,51,22,50,19,37,,,29,53,19,43
maiev,2.55.13.95301,772,1442,62,102,,,88,159,67,119,68,129,68,133,,,,,67,133,71,131,86,161,70,133,,,60,122,65,120
malfurion,2.53.0.83004,1071,2038,90,165,,,110,214,87,157,68,133,83,166,102,178,,,85,153,74,155,94,196,107,168,,,96,191,75,162
malfurion,2.53.0.83077,19,32,0,2,,,2,2,1,2,1,2,0,1,1,2,,,1,4,2,2,6,8,2,2,,,2,3,1,2
malfurion,2.53.0.83086,7845,14738,609,1113,,,847,1501,500,1039,639,1219,615,1150,688,1324,,,691,1240,592,1129,729,1386,585,1144,,,739,1314,611,1179
malfurion,2.53.1.83632,255,532,23,54,,,24,55,12,30,22,39,20,41,25,55,,,20,38,21,45,27,50,19,40,,,23,46,19,39
malfurion,2.53.1.83716,6006,11648,472,892,,,610,1182,392,866,494,954,512,977,535,1019,,,501,936,452,902,580,1084,425,863,,,573,1085,460,888
malfurion,2.53.2.84200,691,1452,50,95,,,87,162,51,108,66,118,47,114,53,132,,,43,105,56,112,65,138,55,119,,,67,125,51,124
malfurion,2.53.3.84249,19967,39594,1708,3251,,,2140,4059,1440,2922,1519,3044,1516,3092,1871,3589,,,1582,3134,1441,2913,1904,3811,1566,3127,,,1736,3565,1544,3087
malfurion,2.54.0.85027,7662,14879,656,1234,,,772,1453,554,1096,681,1278,631,1214,642,1253,,,650,1270,546,1123,757,1414,644,1272,469,1002,,,660,1270
malfurion,2.54.1.85267,1641,3296,144,265,,,184,343,116,240,142,288,157,294,135,283,,,127,262,122,241,160,310,133,284,102,229,,,119,257
malfurion,2.54.1.85311,6342,12864,555,1048,,,647,1339,494,997,517,1075,518,1058,559,1128,,,582,1096,474,983,606,1212,533,1098,354,771,,,503,1059
malfurion,2.54.2.85551,288,613,30,55,,,29,71,18,42,32,68,27,55,25,56,,,29,45,17,49,21,45,17,36,20,41,,,23,50
malfurion,2.54.2.85576,5051,10258,407,837,,,569,1107,368,792,398,873,407,806,465,887,,,410,802,362,755,514,1014,411,844,306,661,,,434,880
malfurion,2.54.2.85894,6362,12937,492,1006,,,668,1339,481,1009,558,1100,497,1066,556,1117,,,530,1057,474,993,607,1207,556,1125,434,884,,,509,1034
malfurion,2.54.3.86223,9817,20171,755,1545,,,1040,2016,690,1516,871,1822,772,1675,915,1878,,,794,1616,748,1539,911,1782,874,1742,572,1255,,,875,1785
malfurion,2.55.0.86938,7322,15282,587,1214,,,817,1634,560,1177,617,1319,582,1203,650,1333,,,610,1269,550,1201,710,1476,615,1293,457,968,,,567,1195
malfurion,2.55.1.87306,10216,20205,847,1558,,,1058,2076,742,1487,893,1780,799,1633,976,1906,,,870,1747,805,1546,935,1880,854,1711,608,1224,,,829,1657
malfurion,2.55.2.87774,4223,8448,346,663,,,471,900,312,639,369,723,304,638,394,787,,,348,688,292,627,412,801,363,726,261,528,,,351,728
malfurion,2.55.2.87990,1839,3727,150,284,,,176,352,125,284,170,323,147,301,167,353,,,161,303,139,292,188,365,161,316,105,224,,,150,330
malfurion,2.55.2.88122,7779,15594,628,1255,,,928,1753,605,1222,702,1417,632,1273,729,1400,,,630,1269,548,1153,750,1458,612,1238,452,953,,,563,1203
malfurion,2.55.3.88481,9811,19715,832,1573,,,1042,2122,699,1468,848,1700,756,1545,914,1870,,,804,1555,736,1468,1000,1920,848,1641,568,1236,,,764,1617
malfurion,2.55.3.88936,8396,16873,698,1276,,,945,1815,627,1288,738,1469,652,1360,785,1553,,,673,1356,643,1342,794,1590,695,1462,462,1008,,,684,1354
